	mRNA-sense	mRNA-antisense	rRNA-sense	rRNA-antisense	tRNA-sense	tRNA-antisense	ncRNA-sense	ncRNA-antisense	unannotated	total-reads	unaligned	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	se_sense	se_antisense	failed	pe_sense	pe_antisense
SRX063252	634029.0	1032.0	5303084.0	0.0	5555612.0	0.0	0.0	0.0	1149919.0	15165120.0	2521444.0	SRX063252_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15165120.0	0.0	20-32	49.0	12.5974664086696	30.981743962461227	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass	15369396	14035849	15369396	491820672	5943905	471492793	4.1331892206434135	0.92	0.0796	0.0004		
SRX063253	811064.0	162911.0	6943511.0	0.0	5813172.0	0.0	0.0	0.0	2438947.0	20226226.0	4056621.0	SRX063253_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20226226.0	0.0	20-42	38.0	14.144605938537467	40.764229767827175	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass	20441541	20032337	20441541	858544722	11817199	826671169	3.7125093408937175	0.9649	0.0351	0.0		
SRX063254	808945.0	162514.0	6926480.0	0.0	5798914.0	0.0	0.0	0.0	2433134.0	20172997.0	4043010.0	SRX063254_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20172997.0	0.0	20-42	38.0	13.866865083237176	40.77559462285153	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	20384186	20000597	20384186	856135812	11398963	824716283	3.669923458358964	0.9219	0.0781	0.0		
SRX1652180																																25392105	7317935	25392105	1269605250	7829230	1250586396	1.4980131816562667					
SRX1655390																																35708317	8406479	35708317	35708317	1465170	25836668	27.645237382652336					
SRX1655391																																30000000	8842853	30000000	1500000000	7986071	1478980750	1.4012833333333334					
SRX1655392																																30000000	6565823	30000000	30000000	1402144	22032033	26.559890000000006					
SRX1655393																																27491888	8134954	27491888	1374594400	8343048	1353542862	1.5314727020566938					
SRX1655394																																34007799	7745618	34007799	34007799	1476015	24786166	27.116230015356184					
SRX2356912	808070.0	1863.0	8912803.0	0.0	0.0	0.0	0.0	0.0	303460.0	10296549.0	270353.0	SRX2356912_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10296549.0	0.0	20-50	55.0	4.970643741504315	49.54894023230502	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	10298512	2239647	10298512	514925600	1679896	510200575	0.9176131464429036	0.0305	0.9673	0.0022		
SRX2356913	516757.0	1343.0	7726002.0	0.0	0.0	0.0	0.0	0.0	258225.0	8723592.0	221265.0	SRX2356913_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8723592.0	0.0	20-50	55.0	4.292737996316164	49.5305285941846	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	8726787	1886495	8726787	436339350	1415078	432101274	0.9712798077918025	0.0304	0.9670000000000001	0.0026		
SRX2356914	586239.0	2680.0	8750739.0	0.0	0.0	0.0	0.0	0.0	293338.0	9920031.0	287035.0	SRX2356914_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9920031.0	0.0	20-50	55.0	4.2822872348861365	49.53872442535714	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	9922316	2125687	9922316	496115800	1559706	491444906	0.9414926918271904	0.0304	0.9667	0.0029		
SRX2356915	574169.0	3066.0	10376408.0	0.0	0.0	0.0	0.0	0.0	344307.0	11636035.0	338085.0	SRX2356915_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11636035.0	0.0	20-50	54.0	3.6136311569804733	49.56440187744365	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	11638212	2444040	11638212	581910600	1853519	576754529	0.8860589581973588	0.0417	0.9551	0.0033		
SRX2356916	335194.0	1315.0	7600427.0	0.0	0.0	0.0	0.0	0.0	332756.0	8490206.0	220514.0	SRX2356916_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8490206.0	0.0	20-50	54.0	3.672063894024132	49.53677837734444	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	8493090	1817167	8493090	424654500	1351128	420593304	0.9563529881350604	0.0486	0.9474	0.004		
SRX2356917	321131.0	1024.0	9626623.0	0.0	0.0	0.0	0.0	0.0	636391.0	10897421.0	312252.0	SRX2356917_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10897421.0	0.0	20-50	54.0	3.3249975168888266	49.54891914334594	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	10900565	2343140	10900565	545028250	1759553	539975549	0.927053047250303	0.0456	0.9515	0.003		
SRX2356918	205168.0	869.0	9101549.0	0.0	0.0	0.0	0.0	0.0	709321.0	10417045.0	400138.0	SRX2356918_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10417045.0	0.0	20-50	54.0	3.1159219346805958	49.52756938268003	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	10419250	2310798	10419250	520962500	1660139	515949972	0.9621667586438564	0.063	0.9361	0.0009		
SRX2356919	363109.0	1902.0	16106349.0	0.0	0.0	0.0	0.0	0.0	1434671.0	18379529.0	473498.0	SRX2356919_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18379529.0	0.0	20-50	54.0	2.6457631557282784	49.56447969912613	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	18382592	3990385	18382592	919129600	2859581	911002241	0.8842451597685463	0.0548	0.9386	0.0066		
SRX2356920	263795.0	1155.0	11336668.0	0.0	0.0	0.0	0.0	0.0	1435127.0	13539891.0	503146.0	SRX2356920_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13539891.0	0.0	20-50	54.0	3.319095501049423	49.525583551595794	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	13544128	3172770	13544128	677206400	2100382	670592078	0.9767069537440874	0.0761	0.9175	0.0064		
SRX2356921	551458.0	888.0	8235238.0	0.0	0.0	0.0	0.0	0.0	275487.0	9528472.0	465401.0	SRX2356921_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9528472.0	0.0	20-50	55.0	6.274985485090437	49.3792057110521	pass	pass	warn	pass	fail	pass	pass	warn	fail	fail	pass	9558398	2360160	9558398	477919900	1817635	470527855	1.5467121164027695	0.0767	0.9195	0.0038		
SRX2356922	1066996.0	119888.0	10267981.0	0.0	0.0	0.0	0.0	0.0	356107.0	12374908.0	563936.0	SRX2356922_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12374908.0	0.0	20-50	55.0	6.517902522220337	49.44993231464832	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	12383206	2965171	12383206	619160300	2195825	611963497	1.1623489102902755	0.0612	0.9357	0.0031		
SRX2356923	1005022.0	2851.0	9735532.0	0.0	0.0	0.0	0.0	0.0	336746.0	11500208.0	420057.0	SRX2356923_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11500208.0	0.0	20-50	55.0	5.6659241158541205	49.51745168435215	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	11502466	2609449	11502466	575123300	1928335	569481611	0.980952953914404	0.0341	0.9640000000000001	0.0019		
SRX2356924	1117035.0	1847.0	9663769.0	0.0	0.0	0.0	0.0	0.0	336671.0	11365808.0	246486.0	SRX2356924_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11365808.0	0.0	20-50	55.0	5.976335062653067	49.464046110932024	pass	pass	warn	pass	fail	pass	pass	warn	fail	fail	pass	11375156	2602147	11375156	568757800	2375925	562221885	1.1491561082766688	0.0264	0.9717	0.0018		
SRX2356925	881978.0	1046.0	9864426.0	0.0	0.0	0.0	0.0	0.0	221714.0	11215629.0	246465.0	SRX2356925_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11215629.0	0.0	20-50	55.0	5.216546921994227	49.48488158800546	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	11218501	2483261	11218501	560925050	2334174	555028040	1.05130088235496	0.0149	0.9835	0.0016		
SRX2356926	982875.0	1548.0	12524582.0	0.0	0.0	0.0	0.0	0.0	282113.0	14287091.0	495973.0	SRX2356926_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14287091.0	0.0	20-50	55.0	6.0778658195398245	49.43463375434509	pass	pass	warn	pass	fail	pass	pass	warn	fail	fail	pass	14299063	3297072	14299063	714953150	2908389	706306409	1.2094136517896312	0.0179	0.9804	0.0016		
SRX2356927	795688.0	2336.0	10226339.0	0.0	0.0	0.0	0.0	0.0	229108.0	11502743.0	249272.0	SRX2356927_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11502743.0	0.0	20-50	54.0	5.063010746066668	49.480212763164396	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	11509315	2544046	11509315	575465750	2415276	569183136	1.0917442089298972	0.0245	0.9739	0.0017		
SRX2356928	778375.0	2930.0	11697904.0	0.0	0.0	0.0	0.0	0.0	388980.0	13135996.0	267807.0	SRX2356928_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13135996.0	0.0	20-50	54.0	4.899715911409417	49.47610207859382	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	13139020	2969832	13139020	656951000	2613055	649945616	1.066348022911907	0.0383	0.9598	0.0019		
SRX2356929	749908.0	2446.0	13541174.0	0.0	0.0	0.0	0.0	0.0	597568.0	15185407.0	294311.0	SRX2356929_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15185407.0	0.0	20-50	54.0	5.255940351013981	49.50495314350152	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	15189499	3389237	15189499	759474950	3027373	751784724	1.0125713823740994	0.0394	0.9578	0.0028		
SRX2356930	357896.0	849.0	10784267.0	0.0	0.0	0.0	0.0	0.0	711906.0	12099681.0	244763.0	SRX2356930_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12099681.0	0.0	20-50	54.0	3.769565944957614	49.47411489608693	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	12104059	2689918	12104059	605202950	2385215	598644704	1.0836440899701496	0.0622	0.9346	0.0033		
SRX2356931	253044.0	642.0	11566045.0	0.0	0.0	0.0	0.0	0.0	754868.0	12865353.0	290754.0	SRX2356931_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12865353.0	0.0	20-50	54.0	3.772320840866018	49.47540180203372	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	12868733	2839237	12868733	643436650	2562770	636546297	1.0708673495673584	0.0729	0.9255	0.0016		
SRX2356932	271759.0	645.0	12295699.0	0.0	0.0	0.0	0.0	0.0	946468.0	13789883.0	275312.0	SRX2356932_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13789883.0	0.0	20-50	54.0	3.763028792881623	49.39096618876317	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	13811308	3257482	13811308	690565400	2783243	681127270	1.3667250053362072	0.0787	0.9195	0.0017		
SRX2356933	963067.0	1159.0	14398833.0	0.0	0.0	0.0	0.0	0.0	480942.0	16297408.0	453407.0	SRX2356933_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16297408.0	0.0	20-50	55.0	5.6036966910487775	49.470990172179526	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	16305249	3612281	16305249	815262450	3624280	806283528	1.1013535579861429	0.0699	0.9267	0.0035		
SRX2356934	1065486.0	152959.0	13508041.0	0.0	0.0	0.0	0.0	0.0	456487.0	15464914.0	281941.0	SRX2356934_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15464914.0	0.0	20-50	55.0	6.922728740797359	49.42004397825944	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	15476359	3597060	15476359	773817950	3379287	764314966	1.228064559629303	0.0636	0.9337	0.0027		
SRX2356935	844599.0	2105.0	9320658.0	0.0	0.0	0.0	0.0	0.0	317749.0	10715395.0	230284.0	SRX2356935_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10715395.0	0.0	20-50	55.0	6.8361726705223385	49.47398644660322	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	10717554	2428292	10717554	535877700	2202212	530154009	1.0680965078412479	0.0438	0.9537	0.0024		
SRX259777	14510564.0	14859552.0	1408621.0	1408621.0	0.0	0.0	0.0	0.0	3194739.0	36164634.0	782537.0	SRX259777_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	36164634.0	0.0	20-101	55.0	30.50134893481853	89.30411047433797	pass	pass	pass	pass	fail	warn	pass	warn	fail	pass	pass	40069177	11011013	40069177	4046986877	713580046	3269322771	19.215879112918607	0.5007	0.4941	0.0052		
SRX259778	9050264.0	9282813.0	1655515.0	1655515.0	0.0	0.0	0.0	0.0	2148783.0	24359231.0	566341.0	SRX259778_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24359231.0	0.0	20-101	55.0	32.653876268219946	89.73583221900559	pass	pass	pass	pass	fail	warn	pass	warn	fail	pass	pass	26825475	7227552	26825475	2709372975	460350999	2211987508	18.357954832704426	0.5031	0.4907	0.0061		
SRX259779	7149373.0	7146723.0	4569104.0	4569104.0	0.0	0.0	0.0	0.0	2044146.0	26006755.0	528305.0	SRX259779_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26006755.0	0.0	20-101	55.0	28.0144311504258	89.89289351939523	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	28738610	7920155	28738610	2902599610	482628812	2364911719	18.52435620633188	0.5035	0.4908	0.0057		
SRX259780	9481749.0	9757001.0	3050175.0	3050175.0	0.0	0.0	0.0	0.0	2514146.0	28488625.0	635379.0	SRX259780_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28488625.0	0.0	20-101	55.0	29.53381542102047	89.7041994129236	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	31569624	8669006	31569624	3188532024	551436682	2586173647	18.891401198610012	0.5021	0.4931	0.0048		
SRX259781	4480496.0	4479778.0	2157713.0	2157713.0	0.0	0.0	0.0	0.0	1013877.0	14784598.0	495021.0	SRX259781_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14784598.0	0.0	20-101	55.0	33.06025065668777	91.43583856659477	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	16552481	4788416	16552481	1671800581	266646103	1367834121	18.18198076101757	0.5026	0.4918	0.0056		
SRX259782	4454836.0	4596458.0	1999225.0	1999225.0	0.0	0.0	0.0	0.0	1150670.0	14645289.0	444875.0	SRX259782_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14645289.0	0.0	20-101	55.0	33.588810709227445	91.17068048298671	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	16165712	4448040	16165712	1632736912	263957640	1351439662	17.228571727176092	0.5056	0.4883	0.0061		
SRX259783	6101879.0	6100370.0	6343819.0	6343819.0	0.0	0.0	0.0	0.0	1592601.0	27350230.0	867742.0	SRX259783_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27350230.0	0.0	20-101	55.0	25.26103963445196	91.10021275872269	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	31519820	9452309	31519820	3183501820	565229526	2522328807	20.768733626795914	0.5006	0.4945	0.0048		
SRX259784	6217547.0	6216248.0	2186769.0	2186769.0	0.0	0.0	0.0	0.0	1464674.0	18909243.0	637236.0	SRX259784_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18909243.0	0.0	20-101	55.0	32.83411524286047	90.72202848099207	pass	pass	pass	pass	fail	warn	pass	warn	fail	pass	pass	21995675	6752360	21995675	2221563175	407176744	1737383123	21.794565981676392	0.5015	0.4933	0.0053		
SRX259785	2938015.0	2937078.0	7868432.0	7643620.0	0.0	0.0	0.0	0.0	904196.0	23295119.0	1003778.0	SRX259785_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23295119.0	0.0	20-101	54.0	22.510707838945656	90.44529671644949	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass	26841587	7734157	26841587	2711000287	528496669	2134193122	21.276543856005873	0.4952	0.4993	0.0055		
SRX259786	16400557.0	16397402.0	10507478.0	10507478.0	0.0	0.0	0.0	0.0	4103636.0	61005765.0	3089214.0	SRX259786_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	61005765.0	0.0	20-101	55.0	22.0441226942434	90.37117383906259	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass	74021944	21517646	74021944	7476216344	1660802824	5590420103	25.223938878032023	0.4993	0.4953	0.0054		
SRX259787	14746981.0	14743364.0	3092930.0	3092930.0	0.0	0.0	0.0	0.0	3109624.0	40375154.0	1589325.0	SRX259787_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	40375154.0	0.0	20-101	55.0	27.47735018472085	91.11546868650952	pass	pass	fail	pass	fail	warn	pass	warn	fail	pass	pass	46857767	13799118	46857767	4732634467	872151076	3724272494	21.306567833014935	0.5012	0.4941	0.0047		
SRX259788	13861062.0	13858195.0	9371689.0	9371689.0	0.0	0.0	0.0	0.0	3468649.0	51421520.0	1490236.0	SRX259788_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	51421520.0	0.0	20-101	55.0	23.346377726131006	90.52219611555628	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass	60204551	16916544	60204551	6080659651	1254428958	4718086939	22.40830420061279	0.507	0.4875	0.0055		
SRX259789	302881.0	302816.0	7400316.0	7098262.0	0.0	0.0	0.0	0.0	151282.0	15400005.0	144448.0	SRX259789_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15400005.0	0.0	20-101	54.0	13.613202563535182	94.27800887077636	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	16475592	5105869	16475592	1664034792	164850179	1465369714	11.938757467998904	0.5096	0.4818	0.0086		
SRX259790	1940088.0	1939917.0	2197828.0	2197828.0	0.0	0.0	0.0	0.0	617358.0	9211244.0	318225.0	SRX259790_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9211244.0	0.0	20-101	55.0	30.886284178597283	94.27889522848379	pass	pass	warn	pass	warn	warn	pass	warn	fail	warn	pass	11325835	4390340	11325835	1143909335	150673589	876643195	23.36427650535783	0.4971	0.4988	0.0041		
SRX259791	7911022.0	7909577.0	5351786.0	5070113.0	0.0	0.0	0.0	0.0	1979320.0	29256025.0	1034207.0	SRX259791_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	29256025.0	0.0	20-101	55.0	25.14135440131805	93.97371071428877	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	33450692	11455490	33450692	3378519892	402602684	2776205859	17.827748607495845	0.4959	0.4988	0.0053		
SRX259792	2667104.0	2777543.0	2546200.0	2435495.0	0.0	0.0	0.0	0.0	778226.0	12823449.0	1618881.0	SRX259792_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12823449.0	0.0	20-101	54.0	28.607239516947622	90.83664714539745	pass	pass	warn	pass	warn	fail	pass	warn	fail	warn	pass	18703355	9409621	18703355	1889038855	319722448	1176691052	37.70953684274536	0.5023	0.49200000000000005	0.0057		
SRX259793	4252879.0	4252545.0	2260303.0	2260303.0	0.0	0.0	0.0	0.0	1134556.0	15585581.0	1424995.0	SRX259793_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15585581.0	0.0	20-101	55.0	28.56204560859953	92.87415836470902	pass	pass	warn	pass	warn	warn	pass	warn	fail	warn	pass	23108719	11770597	23108719	2333980619	353523188	1461397183	37.38606177346325	0.4979	0.496	0.0061		
SRX2769874	6334358.0	327197.0	22262633.0	940675.0	0.0	0.0	0.0	0.0	1588127.0	39449234.0	7996244.0	SRX2769874_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	39449234.0	0.0	20-36	55.0	8.16874089881843	35.468211372621326	pass	pass		pass	fail	pass	warn	warn	fail	warn	pass	39739524	10249615	39739524	1430622864	14802183	1401808159	2.014137039543358	0.052000000000000005	0.9464	0.0016		
SRX2769875	761.0	0.0	3043.0	0.0	66181.0	0.0	0.0	0.0	6086.0	1686438.0	1610367.0	SRX2769875_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1686438.0	0.0	20-51	49.0	27.54336295156317	47.776290619637365	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	1829791	885987	1829791	93319341	256142	82307262	11.800425165882814	0.6667	0.3333	0.0		
SRX2769876	5747254.0	341647.0	22620257.0	1012847.0	0.0	0.0	0.0	0.0	3715401.0	35502582.0	2065176.0	SRX2769876_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	35502582.0	0.0	20-36	54.0	28.276762876167933	35.26665283105324	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	35899476	9595038	35899476	1292381136	22820596	1255952941	2.8186882325400955	0.0685	0.9305	0.0011		
SRX2769877	355239.0	13243.0	394398.0	0.0	78880.0	0.0	0.0	0.0	486643.0	1418588.0	90185.0	SRX2769877_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1418588.0	0.0	20-36	50.0	16.767090090348145	31.40213508079865	pass	pass		warn	fail	warn	pass	warn	fail	fail	pass	4904972	854203	4904972	176578992	110335234	65036566	63.168571038167435	0.9744	0.0252	0.0004		
SRX2769878	1949657.0	85297.0	3218032.0	0.0	423425.0	0.0	0.0	0.0	2796087.0	8870811.0	398313.0	SRX2769878_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8870811.0	0.0	20-36	50.0	8.685888695863209	34.47483696811938	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	10425686	2749331	10425686	375324696	56013553	315459061	15.950358619620385	0.9722	0.0275	0.0003		
SRX2769879	6697658.0	672669.0	23414278.0	1003469.0	0.0	0.0	0.0	0.0	1674197.0	40473435.0	7011164.0	SRX2769879_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	40473435.0	0.0	20-36	55.0	32.997630823504764	35.463791299157094	pass	pass		pass	fail	pass	warn	warn	fail	warn	pass	40726128	10534536	40726128	1466140608	13403978	1438151195	1.909053800657024	0.0786	0.9193	0.0021		
SRX2769880	944582.0	944395.0	2752036.0	2673407.0	0.0	0.0	0.0	0.0	472093.0	12528146.0	4741633.0	SRX2769880_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12528146.0	0.0	20-36	54.0	70.16706360175085	32.06955187144211	pass	pass		pass	fail	pass	pass	warn	pass	warn	pass	13593710	3915932	13593710	489373560	65745608	416578516	14.875148547052687	0.4976	0.5012	0.0012		
SRX2769881	2514604.0	2514158.0	7326585.0	7326585.0	0.0	0.0	0.0	0.0	1256800.0	29070731.0	8131999.0	SRX2769881_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	29070731.0	0.0	20-36	54.0	10.525814613784387	35.38646021663507	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	29406459	9142174	29406459	1058632524	7518667	1033942531	2.332253396741474	0.4978	0.5007	0.0015		
SRX2769882	1151.0	0.0	4030.0	0.0	46635.0	0.0	0.0	0.0	5757.0	1850703.0	1793130.0	SRX2769882_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1850703.0	0.0	20-51	47.0	25.920506355131653	48.61847200766412	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	1917001	912931	1917001	97767051	248683	90776643	7.150065311880994	0.6923	0.3077	0.0		
SRX2769883	5228299.0	404994.0	30124237.0	1204969.0	0.0	0.0	0.0	0.0	3214685.0	40969211.0	792027.0	SRX2769883_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	40969211.0	0.0	20-36	55.0	5.211130276421555	35.46777122459107	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	41204044	10722123	41204044	1483345584	13114481	1455287997	1.891507097377788	0.0671	0.9312	0.0017		
SRX2769884	9026117.0	394956.0	26274094.0	1176452.0	0.0	0.0	0.0	0.0	2354300.0	39886166.0	660247.0	SRX2769884_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	39886166.0	0.0	20-36	55.0	6.2900640588997545	35.476206261589546	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	40063220	10568815	40063220	1442275920	10737027	1416950615	1.7559264942868906	0.0568	0.9419	0.0013		
SRX2769885	7745339.0	410080.0	29326237.0	1221927.0	0.0	0.0	0.0	0.0	2037645.0	41100863.0	359635.0	SRX2769885_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	41100863.0	0.0	20-36	55.0	5.956610148601374	35.46192064142303	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	41307075	10642269	41307075	1487054700	12741592	1459745419	1.8364678178953335	0.0603	0.9378	0.0019		
SRX2769886	10788336.0	772702.0	22721556.0	1540444.0	0.0	0.0	0.0	0.0	3081930.0	39325012.0	420044.0	SRX2769886_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	39325012.0	0.0	20-36	55.0	8.529383996360252	35.12705275207545	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	40130086	10638194	40130086	1444683096	38099379	1391691682	3.6680303207479352	0.0637	0.9349	0.0014		
SRX2769887	6265127.0	699031.0	21905516.0	1390826.0	0.0	0.0	0.0	0.0	4521828.0	37234605.0	2452277.0	SRX2769887_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37234605.0	0.0	20-36	55.0	8.964112274261108	35.22966901354265	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	37885794	10046709	37885794	1363888584	30591994	1319061462	3.2867143640524823	0.0736	0.9244	0.0021		
SRX2769888	5783743.0	387888.0	28501589.0	1540626.0	0.0	0.0	0.0	0.0	2312202.0	39071230.0	545182.0	SRX2769888_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	39071230.0	0.0	20-36	55.0	6.361272634392991	35.16469054084041	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	39815445	10198837	39815445	1433356020	35831754	1383465579	3.4806733500864637	0.0704	0.9274	0.0022		
SRX2769889	5730405.0	385900.0	29360915.0	1143932.0	0.0	0.0	0.0	0.0	1527711.0	38748443.0	599580.0	SRX2769889_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	38748443.0	0.0	20-36	55.0	6.257511043242861	35.25148530484179	pass	pass		pass	fail	pass	pass	warn	fail	fail	pass	39348609	10044487	39348609	1416549924	29186673	1373665995	3.0273503442014937	0.0636	0.935	0.0014		
SRX2769890	7239405.0	384295.0	26263994.0	1141913.0	0.0	0.0	0.0	0.0	2666097.0	38717385.0	1021681.0	SRX2769890_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	38717385.0	0.0	20-36	55.0	7.176623505621038	35.096771747368784	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	39560510	10353749	39560510	1424178360	40125939	1369769352	3.8203787901959134	0.0664	0.932	0.0016		
