,gene_id,database,kegg_id
3513,SYNPCC7942_RS04690,KEGG_pathway,map03030
3514,SYNPCC7942_RS04690,KEGG_pathway,map03430
3515,SYNPCC7942_RS04690,KEGG_pathway,map03440
3521,SYNPCC7942_RS04705,KEGG_pathway,map00400
3522,SYNPCC7942_RS04705,KEGG_pathway,map01100
3523,SYNPCC7942_RS04705,KEGG_pathway,map01110
3524,SYNPCC7942_RS04705,KEGG_pathway,map01130
3525,SYNPCC7942_RS04705,KEGG_pathway,map01230
3536,SYNPCC7942_RS04725,KEGG_pathway,map00061
3537,SYNPCC7942_RS04725,KEGG_pathway,map00071
3538,SYNPCC7942_RS04725,KEGG_pathway,map01100
3539,SYNPCC7942_RS04725,KEGG_pathway,map01212
3540,SYNPCC7942_RS04725,KEGG_pathway,map02024
3541,SYNPCC7942_RS04725,KEGG_pathway,map03320
3542,SYNPCC7942_RS04725,KEGG_pathway,map04146
3543,SYNPCC7942_RS04725,KEGG_pathway,map04216
3544,SYNPCC7942_RS04725,KEGG_pathway,map04714
3545,SYNPCC7942_RS04725,KEGG_pathway,map04920
3548,SYNPCC7942_RS04735,KEGG_pathway,map00195
3549,SYNPCC7942_RS04735,KEGG_pathway,map01100
3555,SYNPCC7942_RS04745,KEGG_pathway,map00860
3556,SYNPCC7942_RS04745,KEGG_pathway,map00970
3557,SYNPCC7942_RS04745,KEGG_pathway,map01100
3558,SYNPCC7942_RS04745,KEGG_pathway,map01110
3559,SYNPCC7942_RS04745,KEGG_pathway,map01120
3562,SYNPCC7942_RS04750,KEGG_pathway,map00270
3563,SYNPCC7942_RS04750,KEGG_pathway,map01100
3565,SYNPCC7942_RS04755,KEGG_pathway,map02020
3570,SYNPCC7942_RS04760,KEGG_pathway,map00230
3571,SYNPCC7942_RS04760,KEGG_pathway,map01100
3572,SYNPCC7942_RS04760,KEGG_pathway,map01110
3573,SYNPCC7942_RS04760,KEGG_pathway,map01130
3578,SYNPCC7942_RS04770,KEGG_pathway,map00230
3579,SYNPCC7942_RS04770,KEGG_pathway,map01100
3580,SYNPCC7942_RS04770,KEGG_pathway,map01110
3581,SYNPCC7942_RS04770,KEGG_pathway,map01130
3584,SYNPCC7942_RS04780,KEGG_pathway,map00540
3585,SYNPCC7942_RS04780,KEGG_pathway,map01100
3590,SYNPCC7942_RS04785,KEGG_pathway,map00061
3591,SYNPCC7942_RS04785,KEGG_pathway,map00780
3592,SYNPCC7942_RS04785,KEGG_pathway,map01100
3593,SYNPCC7942_RS04785,KEGG_pathway,map01212
3597,SYNPCC7942_RS04790,KEGG_pathway,map00540
3598,SYNPCC7942_RS04790,KEGG_pathway,map01100
3599,SYNPCC7942_RS04790,KEGG_pathway,map01503
3602,SYNPCC7942_RS04795,KEGG_pathway,map00540
3603,SYNPCC7942_RS04795,KEGG_pathway,map01100
3609,SYNPCC7942_RS04805,KEGG_pathway,map00400
3610,SYNPCC7942_RS04805,KEGG_pathway,map01100
3611,SYNPCC7942_RS04805,KEGG_pathway,map01110
3612,SYNPCC7942_RS04805,KEGG_pathway,map01130
3613,SYNPCC7942_RS04805,KEGG_pathway,map01230
3618,SYNPCC7942_RS04830,KEGG_pathway,map00230
3619,SYNPCC7942_RS04830,KEGG_pathway,map00920
3620,SYNPCC7942_RS04830,KEGG_pathway,map01100
3621,SYNPCC7942_RS04830,KEGG_pathway,map01120
3630,SYNPCC7942_RS04850,KEGG_pathway,map00220
3631,SYNPCC7942_RS04850,KEGG_pathway,map00300
3632,SYNPCC7942_RS04850,KEGG_pathway,map01100
3633,SYNPCC7942_RS04850,KEGG_pathway,map01110
3634,SYNPCC7942_RS04850,KEGG_pathway,map01120
3635,SYNPCC7942_RS04850,KEGG_pathway,map01130
3636,SYNPCC7942_RS04850,KEGG_pathway,map01210
3637,SYNPCC7942_RS04850,KEGG_pathway,map01230
3640,SYNPCC7942_RS04855,KEGG_pathway,map00790
3641,SYNPCC7942_RS04855,KEGG_pathway,map01100
3643,SYNPCC7942_RS04870,KEGG_pathway,map02010
3646,SYNPCC7942_RS04890,KEGG_pathway,map00760
3647,SYNPCC7942_RS04890,KEGG_pathway,map01100
3650,SYNPCC7942_RS04920,KEGG_pathway,map00860
3651,SYNPCC7942_RS04920,KEGG_pathway,map01100
3657,SYNPCC7942_RS04925,KEGG_pathway,map00230
3658,SYNPCC7942_RS04925,KEGG_pathway,map00670
3659,SYNPCC7942_RS04925,KEGG_pathway,map01100
3660,SYNPCC7942_RS04925,KEGG_pathway,map01110
3661,SYNPCC7942_RS04925,KEGG_pathway,map01130
3663,SYNPCC7942_RS04935,KEGG_pathway,map02010
3668,SYNPCC7942_RS04960,KEGG_pathway,map00920
3669,SYNPCC7942_RS04960,KEGG_pathway,map01100
3670,SYNPCC7942_RS04960,KEGG_pathway,map01120
3671,SYNPCC7942_RS04960,KEGG_pathway,map01130
3676,SYNPCC7942_RS04970,KEGG_pathway,map00860
3677,SYNPCC7942_RS04970,KEGG_pathway,map01100
3678,SYNPCC7942_RS04970,KEGG_pathway,map01110
3679,SYNPCC7942_RS04970,KEGG_pathway,map01120
3687,SYNPCC7942_RS04980,KEGG_pathway,map00361
3688,SYNPCC7942_RS04980,KEGG_pathway,map00364
3689,SYNPCC7942_RS04980,KEGG_pathway,map00623
3690,SYNPCC7942_RS04980,KEGG_pathway,map01100
3691,SYNPCC7942_RS04980,KEGG_pathway,map01110
3692,SYNPCC7942_RS04980,KEGG_pathway,map01120
3693,SYNPCC7942_RS04980,KEGG_pathway,map01130
3698,SYNPCC7942_RS05000,KEGG_pathway,map00040
3699,SYNPCC7942_RS05000,KEGG_pathway,map00053
3700,SYNPCC7942_RS05000,KEGG_pathway,map00520
3701,SYNPCC7942_RS05000,KEGG_pathway,map01100
3704,SYNPCC7942_RS05010,KEGG_pathway,map03013
3705,SYNPCC7942_RS05010,KEGG_pathway,map03018
3710,SYNPCC7942_RS05015,KEGG_pathway,map00710
3711,SYNPCC7942_RS05015,KEGG_pathway,map01100
3712,SYNPCC7942_RS05015,KEGG_pathway,map01120
3713,SYNPCC7942_RS05015,KEGG_pathway,map01200
3716,SYNPCC7942_RS05020,KEGG_pathway,map00195
3717,SYNPCC7942_RS05020,KEGG_pathway,map01100
3719,SYNPCC7942_RS05050,KEGG_pathway,map00030
3721,SYNPCC7942_RS05055,KEGG_pathway,map03440
3724,SYNPCC7942_RS13875,KEGG_pathway,map00860
3725,SYNPCC7942_RS13875,KEGG_pathway,map01100
3733,SYNPCC7942_RS05115,KEGG_pathway,map00260
3734,SYNPCC7942_RS05115,KEGG_pathway,map00561
3735,SYNPCC7942_RS05115,KEGG_pathway,map00630
3736,SYNPCC7942_RS05115,KEGG_pathway,map01100
3737,SYNPCC7942_RS05115,KEGG_pathway,map01110
3738,SYNPCC7942_RS05115,KEGG_pathway,map01130
3739,SYNPCC7942_RS05115,KEGG_pathway,map01200
3741,SYNPCC7942_RS05120,KEGG_pathway,map03010
3752,SYNPCC7942_RS05135,KEGG_pathway,map00260
3753,SYNPCC7942_RS05135,KEGG_pathway,map00261
3754,SYNPCC7942_RS05135,KEGG_pathway,map00270
3755,SYNPCC7942_RS05135,KEGG_pathway,map00300
3756,SYNPCC7942_RS05135,KEGG_pathway,map01100
3757,SYNPCC7942_RS05135,KEGG_pathway,map01110
3758,SYNPCC7942_RS05135,KEGG_pathway,map01120
3759,SYNPCC7942_RS05135,KEGG_pathway,map01130
3760,SYNPCC7942_RS05135,KEGG_pathway,map01210
3761,SYNPCC7942_RS05135,KEGG_pathway,map01230
3764,SYNPCC7942_RS05140,KEGG_pathway,map00195
3765,SYNPCC7942_RS05140,KEGG_pathway,map01100
3774,SYNPCC7942_RS05145,KEGG_pathway,map00400
3775,SYNPCC7942_RS05145,KEGG_pathway,map00405
3776,SYNPCC7942_RS05145,KEGG_pathway,map01100
3777,SYNPCC7942_RS05145,KEGG_pathway,map01110
3778,SYNPCC7942_RS05145,KEGG_pathway,map01130
3779,SYNPCC7942_RS05145,KEGG_pathway,map01230
3780,SYNPCC7942_RS05145,KEGG_pathway,map02024
3781,SYNPCC7942_RS05145,KEGG_pathway,map02025
3793,SYNPCC7942_RS05170,KEGG_pathway,map00020
3794,SYNPCC7942_RS05170,KEGG_pathway,map00620
3795,SYNPCC7942_RS05170,KEGG_pathway,map00720
3796,SYNPCC7942_RS05170,KEGG_pathway,map01100
3797,SYNPCC7942_RS05170,KEGG_pathway,map01110
3798,SYNPCC7942_RS05170,KEGG_pathway,map01120
3799,SYNPCC7942_RS05170,KEGG_pathway,map01130
3800,SYNPCC7942_RS05170,KEGG_pathway,map01200
3801,SYNPCC7942_RS05170,KEGG_pathway,map04934
3802,SYNPCC7942_RS05170,KEGG_pathway,map05200
3803,SYNPCC7942_RS05170,KEGG_pathway,map05211
3806,SYNPCC7942_RS05175,KEGG_pathway,map00630
3807,SYNPCC7942_RS05175,KEGG_pathway,map00670
3809,SYNPCC7942_RS05190,KEGG_pathway,map02020
3811,SYNPCC7942_RS05195,KEGG_pathway,map02020
3814,SYNPCC7942_RS05210,KEGG_pathway,map02020
3815,SYNPCC7942_RS05210,KEGG_pathway,map02025
3818,SYNPCC7942_RS05215,KEGG_pathway,map02020
3819,SYNPCC7942_RS05215,KEGG_pathway,map02025
3822,SYNPCC7942_RS05220,KEGG_pathway,map02020
3823,SYNPCC7942_RS05220,KEGG_pathway,map02025
3826,SYNPCC7942_RS05240,KEGG_pathway,map00500
3827,SYNPCC7942_RS05240,KEGG_pathway,map01100
3831,SYNPCC7942_RS05245,KEGG_pathway,map00130
3832,SYNPCC7942_RS05245,KEGG_pathway,map01100
3833,SYNPCC7942_RS05245,KEGG_pathway,map01110
3837,SYNPCC7942_RS05250,KEGG_pathway,map00130
3838,SYNPCC7942_RS05250,KEGG_pathway,map01100
3839,SYNPCC7942_RS05250,KEGG_pathway,map01110
3849,SYNPCC7942_RS05285,KEGG_pathway,map00270
3850,SYNPCC7942_RS05285,KEGG_pathway,map00280
3851,SYNPCC7942_RS05285,KEGG_pathway,map00290
3852,SYNPCC7942_RS05285,KEGG_pathway,map00770
3853,SYNPCC7942_RS05285,KEGG_pathway,map01100
3854,SYNPCC7942_RS05285,KEGG_pathway,map01110
3855,SYNPCC7942_RS05285,KEGG_pathway,map01130
3856,SYNPCC7942_RS05285,KEGG_pathway,map01210
3857,SYNPCC7942_RS05285,KEGG_pathway,map01230
3868,SYNPCC7942_RS05290,KEGG_pathway,map00340
3869,SYNPCC7942_RS05290,KEGG_pathway,map00350
3870,SYNPCC7942_RS05290,KEGG_pathway,map00360
3871,SYNPCC7942_RS05290,KEGG_pathway,map00400
3872,SYNPCC7942_RS05290,KEGG_pathway,map00401
3873,SYNPCC7942_RS05290,KEGG_pathway,map00960
3874,SYNPCC7942_RS05290,KEGG_pathway,map01100
3875,SYNPCC7942_RS05290,KEGG_pathway,map01110
3876,SYNPCC7942_RS05290,KEGG_pathway,map01130
3877,SYNPCC7942_RS05290,KEGG_pathway,map01230
3880,SYNPCC7942_RS05325,KEGG_pathway,map00330
3881,SYNPCC7942_RS05325,KEGG_pathway,map01100
3884,SYNPCC7942_RS05330,KEGG_pathway,map00195
3885,SYNPCC7942_RS05330,KEGG_pathway,map01100
3889,SYNPCC7942_RS05355,KEGG_pathway,map00240
3890,SYNPCC7942_RS05355,KEGG_pathway,map00670
3891,SYNPCC7942_RS05355,KEGG_pathway,map01100
3894,SYNPCC7942_RS05370,KEGG_pathway,map00196
3895,SYNPCC7942_RS05370,KEGG_pathway,map01100
3898,SYNPCC7942_RS05375,KEGG_pathway,map00196
3899,SYNPCC7942_RS05375,KEGG_pathway,map01100
3902,SYNPCC7942_RS05380,KEGG_pathway,map00196
3903,SYNPCC7942_RS05380,KEGG_pathway,map01100
3906,SYNPCC7942_RS05385,KEGG_pathway,map00196
3907,SYNPCC7942_RS05385,KEGG_pathway,map01100
3910,SYNPCC7942_RS05390,KEGG_pathway,map00196
3911,SYNPCC7942_RS05390,KEGG_pathway,map01100
3914,SYNPCC7942_RS05395,KEGG_pathway,map00196
3915,SYNPCC7942_RS05395,KEGG_pathway,map01100
3918,SYNPCC7942_RS05400,KEGG_pathway,map00196
3919,SYNPCC7942_RS05400,KEGG_pathway,map01100
3922,SYNPCC7942_RS05405,KEGG_pathway,map00196
3923,SYNPCC7942_RS05405,KEGG_pathway,map01100
3926,SYNPCC7942_RS05410,KEGG_pathway,map00196
3927,SYNPCC7942_RS05410,KEGG_pathway,map01100
3930,SYNPCC7942_RS05420,KEGG_pathway,map00730
3931,SYNPCC7942_RS05420,KEGG_pathway,map01100
3940,SYNPCC7942_RS05480,KEGG_pathway,map00010
3941,SYNPCC7942_RS05480,KEGG_pathway,map00020
3942,SYNPCC7942_RS05480,KEGG_pathway,map00620
3943,SYNPCC7942_RS05480,KEGG_pathway,map01100
3944,SYNPCC7942_RS05480,KEGG_pathway,map01110
3945,SYNPCC7942_RS05480,KEGG_pathway,map01120
3946,SYNPCC7942_RS05480,KEGG_pathway,map01130
3947,SYNPCC7942_RS05480,KEGG_pathway,map01200
3950,SYNPCC7942_RS05500,KEGG_pathway,map00860
3951,SYNPCC7942_RS05500,KEGG_pathway,map01100
3953,SYNPCC7942_RS05535,KEGG_pathway,map03440
3956,SYNPCC7942_RS05560,KEGG_pathway,map00561
3957,SYNPCC7942_RS05560,KEGG_pathway,map01100
3961,SYNPCC7942_RS05570,KEGG_pathway,map00500
3962,SYNPCC7942_RS05570,KEGG_pathway,map01100
3963,SYNPCC7942_RS05570,KEGG_pathway,map01110
3967,SYNPCC7942_RS05575,KEGG_pathway,map00860
3968,SYNPCC7942_RS05575,KEGG_pathway,map01100
3969,SYNPCC7942_RS05575,KEGG_pathway,map01110
3971,SYNPCC7942_RS05585,KEGG_pathway,map00195
3973,SYNPCC7942_RS05590,KEGG_pathway,map04213
3976,SYNPCC7942_RS05615,KEGG_pathway,map00730
3977,SYNPCC7942_RS05615,KEGG_pathway,map01100
3980,SYNPCC7942_RS05625,KEGG_pathway,map00730
3981,SYNPCC7942_RS05625,KEGG_pathway,map01100
3985,SYNPCC7942_RS05635,KEGG_pathway,map00130
3986,SYNPCC7942_RS05635,KEGG_pathway,map01100
3987,SYNPCC7942_RS05635,KEGG_pathway,map01110
3990,SYNPCC7942_RS05640,KEGG_pathway,map02020
3991,SYNPCC7942_RS05640,KEGG_pathway,map04112
3994,SYNPCC7942_RS05655,KEGG_pathway,map00520
3995,SYNPCC7942_RS05655,KEGG_pathway,map01100
4004,SYNPCC7942_RS05720,KEGG_pathway,map00010
4005,SYNPCC7942_RS05720,KEGG_pathway,map00710
4006,SYNPCC7942_RS05720,KEGG_pathway,map01100
4007,SYNPCC7942_RS05720,KEGG_pathway,map01110
4008,SYNPCC7942_RS05720,KEGG_pathway,map01120
4009,SYNPCC7942_RS05720,KEGG_pathway,map01130
4010,SYNPCC7942_RS05720,KEGG_pathway,map01200
4011,SYNPCC7942_RS05720,KEGG_pathway,map01230
4013,SYNPCC7942_RS13735,KEGG_pathway,map03010
4015,SYNPCC7942_RS05750,KEGG_pathway,map03010
4017,SYNPCC7942_RS05760,KEGG_pathway,map02020
4019,SYNPCC7942_RS05765,KEGG_pathway,map02010
4022,SYNPCC7942_RS05815,KEGG_pathway,map00480
4023,SYNPCC7942_RS05815,KEGG_pathway,map01100
4026,SYNPCC7942_RS05845,KEGG_pathway,map00450
4027,SYNPCC7942_RS05845,KEGG_pathway,map00970
4030,SYNPCC7942_RS05885,KEGG_pathway,map00520
4031,SYNPCC7942_RS05885,KEGG_pathway,map01100
4037,SYNPCC7942_RS05900,KEGG_pathway,map00240
4038,SYNPCC7942_RS05900,KEGG_pathway,map00410
4039,SYNPCC7942_RS05900,KEGG_pathway,map00770
4040,SYNPCC7942_RS05900,KEGG_pathway,map01100
4041,SYNPCC7942_RS05900,KEGG_pathway,map01110
4043,SYNPCC7942_RS05975,KEGG_pathway,map00230
4045,SYNPCC7942_RS05995,KEGG_pathway,map02024
4050,SYNPCC7942_RS06000,KEGG_pathway,map00900
4051,SYNPCC7942_RS06000,KEGG_pathway,map01100
4052,SYNPCC7942_RS06000,KEGG_pathway,map01110
4053,SYNPCC7942_RS06000,KEGG_pathway,map01130
4056,SYNPCC7942_RS13745,KEGG_pathway,map00195
4057,SYNPCC7942_RS13745,KEGG_pathway,map01100
4060,SYNPCC7942_RS06020,KEGG_pathway,map00195
4061,SYNPCC7942_RS06020,KEGG_pathway,map01100
4064,SYNPCC7942_RS06025,KEGG_pathway,map00195
4065,SYNPCC7942_RS06025,KEGG_pathway,map01100
4068,SYNPCC7942_RS06030,KEGG_pathway,map00195
4069,SYNPCC7942_RS06030,KEGG_pathway,map01100
4072,SYNPCC7942_RS06045,KEGG_pathway,map00190
4073,SYNPCC7942_RS06045,KEGG_pathway,map01100
4076,SYNPCC7942_RS06050,KEGG_pathway,map00190
4077,SYNPCC7942_RS06050,KEGG_pathway,map01100
4080,SYNPCC7942_RS06055,KEGG_pathway,map00190
4081,SYNPCC7942_RS06055,KEGG_pathway,map01100
4084,SYNPCC7942_RS06065,KEGG_pathway,map00790
4085,SYNPCC7942_RS06065,KEGG_pathway,map01100
4089,SYNPCC7942_RS06075,KEGG_pathway,map00740
4090,SYNPCC7942_RS06075,KEGG_pathway,map01100
4091,SYNPCC7942_RS06075,KEGG_pathway,map01110
4094,SYNPCC7942_RS06090,KEGG_pathway,map00790
4095,SYNPCC7942_RS06090,KEGG_pathway,map01100
4098,SYNPCC7942_RS06095,KEGG_pathway,map00480
4099,SYNPCC7942_RS06095,KEGG_pathway,map01100
4102,SYNPCC7942_RS06100,KEGG_pathway,map00230
4103,SYNPCC7942_RS06100,KEGG_pathway,map01100
4106,SYNPCC7942_RS06115,KEGG_pathway,map00750
4107,SYNPCC7942_RS06115,KEGG_pathway,map01100
4113,SYNPCC7942_RS06130,KEGG_pathway,map00400
4114,SYNPCC7942_RS06130,KEGG_pathway,map01100
4115,SYNPCC7942_RS06130,KEGG_pathway,map01110
4116,SYNPCC7942_RS06130,KEGG_pathway,map01130
4117,SYNPCC7942_RS06130,KEGG_pathway,map01230
4130,SYNPCC7942_RS06135,KEGG_pathway,map00010
4131,SYNPCC7942_RS06135,KEGG_pathway,map00020
4132,SYNPCC7942_RS06135,KEGG_pathway,map00260
4133,SYNPCC7942_RS06135,KEGG_pathway,map00280
4134,SYNPCC7942_RS06135,KEGG_pathway,map00620
4135,SYNPCC7942_RS06135,KEGG_pathway,map00630
4136,SYNPCC7942_RS06135,KEGG_pathway,map00640
4137,SYNPCC7942_RS06135,KEGG_pathway,map01100
4138,SYNPCC7942_RS06135,KEGG_pathway,map01110
4139,SYNPCC7942_RS06135,KEGG_pathway,map01120
4140,SYNPCC7942_RS06135,KEGG_pathway,map01130
4141,SYNPCC7942_RS06135,KEGG_pathway,map01200
4145,SYNPCC7942_RS06220,KEGG_pathway,map00480
4146,SYNPCC7942_RS06220,KEGG_pathway,map00590
4147,SYNPCC7942_RS06220,KEGG_pathway,map04918
4149,SYNPCC7942_RS06245,KEGG_pathway,map03010
4151,SYNPCC7942_RS06250,KEGG_pathway,map03010
4154,SYNPCC7942_RS06255,KEGG_pathway,map02020
4155,SYNPCC7942_RS06255,KEGG_pathway,map02025
4158,SYNPCC7942_RS06275,KEGG_pathway,map00860
4159,SYNPCC7942_RS06275,KEGG_pathway,map01110
4162,SYNPCC7942_RS06300,KEGG_pathway,map00860
4163,SYNPCC7942_RS06300,KEGG_pathway,map01100
4166,SYNPCC7942_RS06310,KEGG_pathway,map00195
4167,SYNPCC7942_RS06310,KEGG_pathway,map01100
4170,SYNPCC7942_RS06315,KEGG_pathway,map00195
4171,SYNPCC7942_RS06315,KEGG_pathway,map01100
4174,SYNPCC7942_RS06330,KEGG_pathway,map00910
4175,SYNPCC7942_RS06330,KEGG_pathway,map01120
4178,SYNPCC7942_RS06335,KEGG_pathway,map00910
4179,SYNPCC7942_RS06335,KEGG_pathway,map02010
4182,SYNPCC7942_RS06345,KEGG_pathway,map00910
4183,SYNPCC7942_RS06345,KEGG_pathway,map02010
4186,SYNPCC7942_RS06350,KEGG_pathway,map00910
4187,SYNPCC7942_RS06350,KEGG_pathway,map02010
4190,SYNPCC7942_RS06355,KEGG_pathway,map00910
4191,SYNPCC7942_RS06355,KEGG_pathway,map01120
4197,SYNPCC7942_RS06370,KEGG_pathway,map02020
4198,SYNPCC7942_RS06370,KEGG_pathway,map02024
4199,SYNPCC7942_RS06370,KEGG_pathway,map02025
4200,SYNPCC7942_RS06370,KEGG_pathway,map02026
4201,SYNPCC7942_RS06370,KEGG_pathway,map05111
4203,SYNPCC7942_RS06375,KEGG_pathway,map02010
4207,SYNPCC7942_RS06385,KEGG_pathway,map00906
4208,SYNPCC7942_RS06385,KEGG_pathway,map01100
4209,SYNPCC7942_RS06385,KEGG_pathway,map01110
4212,SYNPCC7942_RS06400,KEGG_pathway,map00195
4213,SYNPCC7942_RS06400,KEGG_pathway,map01100
4216,SYNPCC7942_RS06405,KEGG_pathway,map00195
4217,SYNPCC7942_RS06405,KEGG_pathway,map01100
4221,SYNPCC7942_RS06430,KEGG_pathway,map00311
4222,SYNPCC7942_RS06430,KEGG_pathway,map01100
4223,SYNPCC7942_RS06430,KEGG_pathway,map01130
4233,SYNPCC7942_RS06435,KEGG_pathway,map00480
4234,SYNPCC7942_RS06435,KEGG_pathway,map00980
4235,SYNPCC7942_RS06435,KEGG_pathway,map00982
4236,SYNPCC7942_RS06435,KEGG_pathway,map00983
4237,SYNPCC7942_RS06435,KEGG_pathway,map01524
4238,SYNPCC7942_RS06435,KEGG_pathway,map05200
4239,SYNPCC7942_RS06435,KEGG_pathway,map05204
4240,SYNPCC7942_RS06435,KEGG_pathway,map05225
4241,SYNPCC7942_RS06435,KEGG_pathway,map05418
4252,SYNPCC7942_RS06460,KEGG_pathway,map00010
4253,SYNPCC7942_RS06460,KEGG_pathway,map00051
4254,SYNPCC7942_RS06460,KEGG_pathway,map00562
4255,SYNPCC7942_RS06460,KEGG_pathway,map00710
4256,SYNPCC7942_RS06460,KEGG_pathway,map01100
4257,SYNPCC7942_RS06460,KEGG_pathway,map01110
4258,SYNPCC7942_RS06460,KEGG_pathway,map01120
4259,SYNPCC7942_RS06460,KEGG_pathway,map01130
4260,SYNPCC7942_RS06460,KEGG_pathway,map01200
4261,SYNPCC7942_RS06460,KEGG_pathway,map01230
4263,SYNPCC7942_RS06485,KEGG_pathway,map00230
4265,SYNPCC7942_RS06540,KEGG_pathway,map03010
4267,SYNPCC7942_RS06545,KEGG_pathway,map03010
4271,SYNPCC7942_RS06565,KEGG_pathway,map00790
4272,SYNPCC7942_RS06565,KEGG_pathway,map01100
4273,SYNPCC7942_RS06565,KEGG_pathway,map04122
4277,SYNPCC7942_RS06570,KEGG_pathway,map00790
4278,SYNPCC7942_RS06570,KEGG_pathway,map01100
4279,SYNPCC7942_RS06570,KEGG_pathway,map04122
4283,SYNPCC7942_RS06580,KEGG_pathway,map00790
4284,SYNPCC7942_RS06580,KEGG_pathway,map01100
4285,SYNPCC7942_RS06580,KEGG_pathway,map04122
4288,SYNPCC7942_RS06585,KEGG_pathway,map00790
4289,SYNPCC7942_RS06585,KEGG_pathway,map01100
4291,SYNPCC7942_RS06610,KEGG_pathway,map03030
4293,SYNPCC7942_RS06615,KEGG_pathway,map00970
4297,SYNPCC7942_RS06635,KEGG_pathway,map00620
4298,SYNPCC7942_RS06635,KEGG_pathway,map01200
4299,SYNPCC7942_RS06635,KEGG_pathway,map02020
4302,SYNPCC7942_RS06650,KEGG_pathway,map00670
4303,SYNPCC7942_RS06650,KEGG_pathway,map01100
4305,SYNPCC7942_RS06655,KEGG_pathway,map03018
4307,SYNPCC7942_RS06675,KEGG_pathway,map02024
4309,SYNPCC7942_RS06690,KEGG_pathway,map00970
4316,SYNPCC7942_RS06695,KEGG_pathway,map00670
4317,SYNPCC7942_RS06695,KEGG_pathway,map00720
4318,SYNPCC7942_RS06695,KEGG_pathway,map01100
4319,SYNPCC7942_RS06695,KEGG_pathway,map01120
4320,SYNPCC7942_RS06695,KEGG_pathway,map01200
4321,SYNPCC7942_RS06695,KEGG_pathway,map01523
4323,SYNPCC7942_RS06715,KEGG_pathway,map00970
4326,SYNPCC7942_RS06745,KEGG_pathway,map00240
4327,SYNPCC7942_RS06745,KEGG_pathway,map01100
4330,SYNPCC7942_RS06760,KEGG_pathway,map00195
4331,SYNPCC7942_RS06760,KEGG_pathway,map01100
4333,SYNPCC7942_RS06765,KEGG_pathway,map03410
4336,SYNPCC7942_RS06775,KEGG_pathway,map03030
4337,SYNPCC7942_RS06775,KEGG_pathway,map04112
4339,SYNPCC7942_RS06780,KEGG_pathway,map03420
4342,SYNPCC7942_RS06810,KEGG_pathway,map00790
4343,SYNPCC7942_RS06810,KEGG_pathway,map01100
4346,SYNPCC7942_RS06815,KEGG_pathway,map00790
4347,SYNPCC7942_RS06815,KEGG_pathway,map01100
4349,SYNPCC7942_RS06820,KEGG_pathway,map00790
4360,SYNPCC7942_RS06825,KEGG_pathway,map00270
4361,SYNPCC7942_RS06825,KEGG_pathway,map00280
4362,SYNPCC7942_RS06825,KEGG_pathway,map00290
4363,SYNPCC7942_RS06825,KEGG_pathway,map00770
4364,SYNPCC7942_RS06825,KEGG_pathway,map00790
4365,SYNPCC7942_RS06825,KEGG_pathway,map01100
4366,SYNPCC7942_RS06825,KEGG_pathway,map01110
4367,SYNPCC7942_RS06825,KEGG_pathway,map01130
4368,SYNPCC7942_RS06825,KEGG_pathway,map01210
4369,SYNPCC7942_RS06825,KEGG_pathway,map01230
4373,SYNPCC7942_RS06860,KEGG_pathway,map00051
4374,SYNPCC7942_RS06860,KEGG_pathway,map00520
4375,SYNPCC7942_RS06860,KEGG_pathway,map01100
4378,SYNPCC7942_RS06865,KEGG_pathway,map00190
4379,SYNPCC7942_RS06865,KEGG_pathway,map01100
4382,SYNPCC7942_RS06870,KEGG_pathway,map00190
4383,SYNPCC7942_RS06870,KEGG_pathway,map01100
4386,SYNPCC7942_RS06875,KEGG_pathway,map00190
4387,SYNPCC7942_RS06875,KEGG_pathway,map01100
4390,SYNPCC7942_RS06880,KEGG_pathway,map00190
4391,SYNPCC7942_RS06880,KEGG_pathway,map01100
4394,SYNPCC7942_RS06885,KEGG_pathway,map00620
4395,SYNPCC7942_RS06885,KEGG_pathway,map01120
4406,SYNPCC7942_RS06910,KEGG_pathway,map00010
4407,SYNPCC7942_RS06910,KEGG_pathway,map00620
4408,SYNPCC7942_RS06910,KEGG_pathway,map00640
4409,SYNPCC7942_RS06910,KEGG_pathway,map00680
4410,SYNPCC7942_RS06910,KEGG_pathway,map00720
4411,SYNPCC7942_RS06910,KEGG_pathway,map01100
4412,SYNPCC7942_RS06910,KEGG_pathway,map01110
4413,SYNPCC7942_RS06910,KEGG_pathway,map01120
4414,SYNPCC7942_RS06910,KEGG_pathway,map01130
4415,SYNPCC7942_RS06910,KEGG_pathway,map01200
4418,SYNPCC7942_RS06950,KEGG_pathway,map00860
4419,SYNPCC7942_RS06950,KEGG_pathway,map01100
4423,SYNPCC7942_RS06990,KEGG_pathway,map00130
4424,SYNPCC7942_RS06990,KEGG_pathway,map01100
4425,SYNPCC7942_RS06990,KEGG_pathway,map01110
4427,SYNPCC7942_RS07005,KEGG_pathway,map03440
4434,SYNPCC7942_RS07020,KEGG_pathway,map00270
4435,SYNPCC7942_RS07020,KEGG_pathway,map00450
4436,SYNPCC7942_RS07020,KEGG_pathway,map00670
4437,SYNPCC7942_RS07020,KEGG_pathway,map01100
4438,SYNPCC7942_RS07020,KEGG_pathway,map01110
4439,SYNPCC7942_RS07020,KEGG_pathway,map01230
4441,SYNPCC7942_RS07045,KEGG_pathway,map00230
